iter	RMSE
601	4.215040574
602	4.21477244
603	4.214618948
604	4.214381583
605	4.214266804
606	4.214078544
607	4.213891506
608	4.213719042
609	4.213533461
610	4.213373972
611	4.21303019
612	4.212667295
613	4.212497436
614	4.212312047
615	4.212154571
616	4.211991016
617	4.211808534
618	4.211433017
619	4.211289391
620	4.211099142
621	4.210893965
622	4.210684852
623	4.21045311
624	4.210327016
625	4.210070601
626	4.209742944
627	4.20960099
628	4.209453665
629	4.209197969
630	4.208997272
631	4.208842982
632	4.208685508
633	4.208494871
634	4.208218026
635	4.208064035
636	4.207679589
637	4.207386158
638	4.20724177
639	4.207043309
640	4.206888201
641	4.206588505
642	4.206411434
643	4.206163697
644	4.205933017
645	4.20570628
646	4.205437307
647	4.205274616
648	4.205099637
649	4.204951676
650	4.204782318
651	4.204580753
652	4.204366166
653	4.204142189
654	4.203907377
655	4.203755247
656	4.203437986
657	4.203230577
658	4.203063127
659	4.202833879
660	4.202640045
661	4.202464367
662	4.202255531
663	4.202073557
664	4.201872149
665	4.201711302
666	4.201558787
667	4.201419313
668	4.201252591
669	4.201103858
670	4.200960948
671	4.200792375
672	4.200679544
673	4.200504253
674	4.200338333
675	4.200157912
676	4.199934988
677	4.1997621
678	4.199599855
679	4.199398729
680	4.199224578
681	4.19902233
682	4.198889385
683	4.198734635
684	4.198512129
685	4.198371769
686	4.197959644
687	4.197809619
688	4.197604874
689	4.19731757
690	4.197191494
691	4.196865237
692	4.19669015
693	4.19640492
694	4.196268452
695	4.196024713
696	4.195928991
697	4.195808148
698	4.195547512
699	4.195381171
700	4.195000225
701	4.194809064
702	4.194544216
703	4.194325567
704	4.194012628
705	4.193830924
706	4.193572113
707	4.193444872
708	4.193212439
709	4.193105966
710	4.192851268
711	4.192650573
712	4.192437523
713	4.192283934
714	4.192082443
715	4.192013661
716	4.191788245
717	4.191619322
718	4.191486033
719	4.19123841
720	4.19108422
721	4.190883531
722	4.190674119
723	4.190487681
724	4.190212538
725	4.189958734
726	4.189824511
727	4.189677355
728	4.189524547
729	4.18934666
730	4.189050678
731	4.188778183
732	4.188653938
733	4.188403334
734	4.188210096
735	4.187918756
736	4.187766717
737	4.18759786
738	4.187357572
739	4.187212841
740	4.186942059
741	4.186730834
742	4.186567131
743	4.186401829
744	4.186180743
745	4.185959615
746	4.185794544
747	4.185509639
748	4.185126048
749	4.184978714
750	4.184831664
751	4.184694485
752	4.184576946
753	4.184347091
754	4.184193853
755	4.184033029
756	4.183883157
757	4.183623863
758	4.183470424
759	4.183319916
760	4.183220075
761	4.18304138
762	4.182921836
763	4.182604987
764	4.18240994
765	4.182205558
766	4.181924008
767	4.18177506
768	4.181498472
769	4.181252581
770	4.181121318
771	4.180885202
772	4.18068012
773	4.180476804
774	4.180267943
775	4.180039703
776	4.179688331
777	4.17949894
778	4.179152759
779	4.17900336
780	4.178836291
781	4.178595635
782	4.178398681
783	4.178204077
784	4.178069324
785	4.17778585
786	4.177682098
787	4.177295034
788	4.17718825
789	4.177042567
790	4.176888463
791	4.176748457
792	4.176497111
793	4.176290632
794	4.176022018
795	4.175854736
796	4.175652797
797	4.175474865
798	4.175220998
799	4.175112949
800	4.174855505
801	4.174690456
802	4.174493515
803	4.174257293
804	4.174106926
805	4.173959536
806	4.173723692
807	4.173291967
808	4.173083072
809	4.172897322
810	4.172778768
811	4.172628263
812	4.172556394
813	4.172420455
814	4.172327924
815	4.17209984
816	4.17192784
817	4.171808421
818	4.171694732
819	4.171623688
820	4.171489402
821	4.171174822
822	4.171039833
823	4.170880782
824	4.170760377
825	4.170520266
826	4.170295846
827	4.170166995
828	4.170047344
829	4.16996292
830	4.169832059
831	4.169591483
832	4.169354302
833	4.169172958
834	4.168975609
835	4.168856522
836	4.168762108
837	4.168651417
838	4.168525964
839	4.168358755
840	4.168281854
841	4.168056469
842	4.167915585
843	4.167770756
844	4.167642915
845	4.167267915
846	4.167013306
847	4.16689994
848	4.16677531
849	4.166670843
850	4.166549254
851	4.166330502
852	4.166224924
853	4.165954255
854	4.165833034
855	4.165700098
856	4.165596615
857	4.165484466
858	4.165372742
859	4.165131116
860	4.164992864
861	4.164798874
862	4.164659875
863	4.164346485
864	4.164248233
865	4.164138158
866	4.163985346
867	4.163802331
868	4.163657371
869	4.163519249
870	4.163384865
871	4.163250766
872	4.162901164
873	4.162790857
874	4.162683931
875	4.162596253
876	4.162367942
877	4.162219498
878	4.162083146
879	4.161972107
880	4.161852841
881	4.161700531
882	4.161595181
883	4.161486677
884	4.161248092
885	4.161045532
886	4.160808085
887	4.160657889
888	4.160458856
889	4.160292181
890	4.160167744
891	4.1600545
892	4.159948827
893	4.159794027
894	4.159475874
895	4.159286512
896	4.159127079
897	4.158845606
898	4.15863506
899	4.158519476
900	4.158403519
901	4.158195823
902	4.158067122
903	4.157933888
904	4.157846278
905	4.157753837
906	4.157569375
907	4.157358234
908	4.157238668
909	4.157098521
910	4.15687311
911	4.156685864
912	4.156484012
913	4.156266495
914	4.156133612
915	4.155949475
916	4.1557807
917	4.15558753
918	4.15539431
919	4.15519569
920	4.155071557
921	4.154917087
922	4.154826301
923	4.154723681
924	4.154611022
925	4.154553968
926	4.154317313
927	4.154257976
928	4.154128548
929	4.153843182
930	4.153614938
931	4.153399532
932	4.153267333
933	4.153185275
934	4.152938585
935	4.152854074
936	4.152706231
937	4.15258656
938	4.152451475
939	4.152362927
940	4.152299249
941	4.152195356
942	4.1518834
943	4.151794026
944	4.1517077
945	4.151545546
946	4.151381983
947	4.151220596
948	4.151128868
949	4.150922128
950	4.150747469
951	4.150590109
952	4.150442675
953	4.150255142
954	4.150165323
955	4.150082205
956	4.149907431
957	4.149744885
958	4.149649263
959	4.149403215
960	4.149252272
961	4.149163928
962	4.149006003
963	4.148855932
964	4.148722196
965	4.148511828
966	4.148378742
967	4.148196136
968	4.148012508
969	4.147908539
970	4.147768504
971	4.147502887
972	4.147182694
973	4.14693263
974	4.146780976
975	4.146676843
976	4.14651707
977	4.14634864
978	4.146254942
979	4.146151035
980	4.14586318
981	4.145787544
982	4.145578218
983	4.145518682
984	4.145415412
985	4.145294386
986	4.145097223
987	4.144950887
988	4.144853993
989	4.144744995
990	4.14467675
991	4.144561961
992	4.144449668
993	4.144287611
994	4.144168811
995	4.144067034
996	4.14386904
997	4.143782864
998	4.143653014
999	4.143461284
