iter	Passed	Remaining
713	1266	507
714	1268	505
715	1270	503
716	1271	502
717	1273	500
718	1275	498
719	1277	496
720	1278	494
721	1280	493
722	1282	491
723	1283	489
724	1285	487
725	1287	485
726	1288	483
727	1290	482
728	1292	480
729	1293	478
730	1295	476
731	1297	474
732	1298	473
733	1300	471
734	1302	469
735	1303	467
736	1305	465
737	1307	464
738	1309	462
739	1310	460
740	1312	458
741	1314	457
742	1316	455
743	1317	453
744	1319	451
745	1321	449
746	1323	448
747	1324	446
748	1326	444
749	1328	442
750	1329	440
751	1331	439
752	1333	437
753	1334	435
754	1336	433
755	1338	431
756	1340	430
757	1341	428
758	1343	426
759	1345	424
760	1346	422
761	1348	421
762	1350	419
763	1351	417
764	1353	415
765	1355	414
766	1357	412
767	1358	410
768	1360	408
769	1362	406
770	1363	405
771	1365	403
772	1367	401
773	1369	399
774	1371	398
775	1372	396
776	1374	394
777	1376	392
778	1377	390
779	1379	389
780	1381	387
781	1382	385
782	1384	383
783	1386	381
784	1388	380
785	1389	378
786	1391	376
787	1393	374
788	1395	373
789	1396	371
790	1398	369
791	1400	367
792	1402	365
793	1403	364
794	1405	362
795	1407	360
796	1408	358
797	1410	357
798	1412	355
799	1413	353
800	1415	351
801	1417	349
802	1419	348
803	1420	346
804	1422	344
805	1424	342
806	1425	341
807	1427	339
808	1429	337
809	1430	335
810	1432	333
811	1434	332
812	1436	330
813	1437	328
814	1439	326
815	1441	325
816	1443	323
817	1444	321
818	1446	319
819	1448	317
820	1449	316
821	1451	314
822	1453	312
823	1455	310
824	1456	309
825	1458	307
826	1459	305
827	1461	303
828	1463	301
829	1465	300
830	1467	298
831	1469	296
832	1470	294
833	1472	293
834	1474	291
835	1476	289
836	1477	287
837	1479	286
838	1481	284
839	1483	282
840	1485	280
841	1487	279
842	1489	277
843	1491	275
844	1492	273
845	1494	272
846	1496	270
847	1498	268
848	1500	266
849	1502	265
850	1503	263
851	1505	261
852	1507	259
853	1509	258
854	1511	256
855	1512	254
856	1514	252
857	1516	251
858	1518	249
859	1520	247
860	1521	245
861	1524	244
862	1526	242
863	1528	240
864	1530	238
865	1531	237
866	1533	235
867	1535	233
868	1537	231
869	1539	230
870	1541	228
871	1543	226
872	1544	224
873	1546	222
874	1548	221
875	1550	219
876	1552	217
877	1554	215
878	1555	214
879	1557	212
880	1559	210
881	1561	208
882	1563	207
883	1565	205
884	1566	203
885	1568	201
886	1570	200
887	1572	198
888	1574	196
889	1575	194
890	1577	193
891	1579	191
892	1581	189
893	1583	187
894	1585	185
895	1586	184
896	1588	182
897	1590	180
898	1592	178
899	1594	177
900	1596	175
901	1597	173
902	1599	171
903	1601	170
904	1603	168
905	1605	166
906	1606	164
907	1608	162
908	1610	161
909	1612	159
910	1614	157
911	1616	155
912	1618	154
913	1619	152
914	1621	150
915	1623	148
916	1624	147
917	1626	145
918	1628	143
919	1630	141
920	1631	139
921	1633	138
922	1635	136
923	1636	134
924	1638	132
925	1640	131
926	1641	129
927	1643	127
928	1645	125
929	1646	123
930	1648	122
931	1650	120
932	1652	118
933	1653	116
934	1655	115
935	1657	113
936	1659	111
937	1660	109
938	1662	107
939	1664	106
940	1665	104
941	1667	102
942	1669	100
943	1670	99
944	1672	97
945	1674	95
946	1675	93
947	1677	92
948	1679	90
949	1680	88
950	1682	86
951	1684	84
952	1685	83
953	1687	81
954	1689	79
955	1691	77
956	1692	76
957	1694	74
958	1696	72
959	1698	70
960	1700	68
961	1701	67
962	1703	65
963	1704	63
964	1706	61
965	1708	60
966	1710	58
967	1711	56
968	1713	54
969	1715	53
970	1716	51
971	1718	49
972	1720	47
973	1722	45
974	1723	44
975	1725	42
976	1727	40
977	1728	38
978	1730	37
979	1732	35
980	1733	33
981	1735	31
982	1737	30
983	1739	28
984	1740	26
985	1742	24
986	1744	22
987	1746	21
988	1747	19
989	1749	17
990	1751	15
991	1752	14
992	1754	12
993	1756	10
994	1757	8
995	1759	7
996	1761	5
997	1762	3
998	1764	1
999	1766	0
