iter	Passed	Remaining
617	1202	743
618	1204	741
619	1206	739
620	1207	737
621	1209	735
622	1211	733
623	1213	731
624	1215	729
625	1217	727
626	1219	725
627	1221	723
628	1223	721
629	1224	719
630	1226	717
631	1228	715
632	1230	713
633	1233	711
634	1235	710
635	1237	708
636	1239	706
637	1241	704
638	1243	702
639	1244	700
640	1246	698
641	1248	696
642	1250	694
643	1252	692
644	1254	690
645	1256	688
646	1257	686
647	1260	684
648	1262	682
649	1264	680
650	1266	678
651	1268	676
652	1270	674
653	1271	672
654	1273	670
655	1275	668
656	1277	666
657	1279	664
658	1281	663
659	1283	661
660	1285	659
661	1286	657
662	1288	655
663	1290	653
664	1292	651
665	1294	649
666	1296	647
667	1298	645
668	1300	643
669	1302	641
670	1304	639
671	1306	637
672	1308	635
673	1310	633
674	1312	631
675	1314	629
676	1316	628
677	1318	626
678	1320	624
679	1322	622
680	1324	620
681	1326	618
682	1328	616
683	1331	614
684	1332	612
685	1334	611
686	1336	609
687	1338	607
688	1340	605
689	1342	603
690	1344	601
691	1346	599
692	1348	597
693	1350	595
694	1352	593
695	1354	591
696	1356	589
697	1358	587
698	1360	585
699	1362	583
700	1364	581
701	1366	579
702	1368	577
703	1369	575
704	1371	573
705	1373	571
706	1375	570
707	1378	568
708	1380	566
709	1382	564
710	1383	562
711	1386	560
712	1388	558
713	1389	556
714	1391	554
715	1394	552
716	1396	551
717	1397	549
718	1399	547
719	1401	545
720	1403	543
721	1405	541
722	1407	539
723	1409	537
724	1411	535
725	1413	533
726	1415	531
727	1416	529
728	1419	527
729	1420	525
730	1422	523
731	1425	521
732	1427	520
733	1429	518
734	1431	516
735	1433	514
736	1435	512
737	1436	510
738	1438	508
739	1440	506
740	1442	504
741	1444	502
742	1446	500
743	1448	498
744	1450	496
745	1452	494
746	1454	492
747	1456	490
748	1459	488
749	1460	486
750	1462	484
751	1464	483
752	1466	481
753	1468	479
754	1470	477
755	1472	475
756	1474	473
757	1475	471
758	1477	469
759	1479	467
760	1481	465
761	1483	463
762	1485	461
763	1487	459
764	1489	457
765	1491	455
766	1493	453
767	1495	451
768	1496	449
769	1498	447
770	1500	445
771	1502	443
772	1504	441
773	1506	439
774	1508	437
775	1510	435
776	1511	433
777	1513	431
778	1515	430
779	1517	428
780	1519	426
781	1521	424
782	1524	422
783	1525	420
784	1527	418
785	1529	416
786	1531	414
787	1533	412
788	1535	410
789	1537	408
790	1539	406
791	1541	404
792	1542	402
793	1544	400
794	1546	398
795	1548	396
796	1550	394
797	1552	392
798	1554	391
799	1556	389
800	1558	387
801	1560	385
802	1562	383
803	1563	381
804	1565	379
805	1569	377
806	1571	375
807	1573	373
808	1575	371
809	1577	370
810	1579	368
811	1581	366
812	1583	364
813	1585	362
814	1587	360
815	1589	358
816	1590	356
817	1592	354
818	1594	352
819	1596	350
820	1598	348
821	1600	346
822	1602	344
823	1604	342
824	1606	340
825	1608	338
826	1609	336
827	1611	334
828	1613	332
829	1616	331
830	1618	329
831	1621	327
832	1623	325
833	1624	323
834	1626	321
835	1628	319
836	1630	317
837	1632	315
838	1634	313
839	1636	311
840	1638	309
841	1640	307
842	1641	305
843	1643	303
844	1645	301
845	1647	299
846	1649	298
847	1651	296
848	1653	294
849	1655	292
850	1657	290
851	1659	288
852	1661	286
853	1663	284
854	1665	282
855	1667	280
856	1668	278
857	1670	276
858	1672	274
859	1674	272
860	1676	270
861	1678	268
862	1680	266
863	1683	264
864	1685	262
865	1686	261
866	1688	259
867	1690	257
868	1692	255
869	1694	253
870	1697	251
871	1698	249
872	1700	247
873	1702	245
874	1704	243
875	1706	241
876	1708	239
877	1710	237
878	1712	235
879	1715	233
880	1716	231
881	1718	229
882	1720	227
883	1722	226
884	1724	224
885	1726	222
886	1728	220
887	1731	218
888	1733	216
889	1735	214
890	1737	212
891	1739	210
892	1741	208
893	1743	206
894	1745	204
895	1747	202
896	1749	200
897	1751	198
898	1753	196
899	1754	194
900	1756	193
901	1758	191
902	1760	189
903	1762	187
904	1764	185
905	1766	183
906	1767	181
907	1770	179
908	1772	177
909	1773	175
910	1775	173
911	1777	171
912	1779	169
913	1781	167
914	1783	165
915	1785	163
916	1786	161
917	1788	159
918	1790	157
919	1792	155
920	1794	153
921	1796	151
922	1798	150
923	1800	148
924	1802	146
925	1804	144
926	1806	142
927	1808	140
928	1810	138
929	1812	136
930	1814	134
931	1816	132
932	1818	130
933	1819	128
934	1821	126
935	1823	124
936	1825	122
937	1827	120
938	1829	118
939	1831	116
940	1833	114
941	1835	113
942	1837	111
943	1839	109
944	1841	107
945	1843	105
946	1845	103
947	1847	101
948	1848	99
949	1850	97
950	1852	95
951	1854	93
952	1856	91
953	1858	89
954	1860	87
955	1862	85
956	1864	83
957	1866	81
958	1868	79
959	1870	77
960	1872	75
961	1874	74
962	1876	72
963	1878	70
964	1880	68
965	1881	66
966	1883	64
967	1885	62
968	1887	60
969	1889	58
970	1891	56
971	1893	54
972	1895	52
973	1897	50
974	1898	48
975	1900	46
976	1902	44
977	1904	42
978	1907	40
979	1909	38
980	1910	37
981	1912	35
982	1914	33
983	1916	31
984	1918	29
985	1920	27
986	1922	25
987	1924	23
988	1926	21
989	1928	19
990	1930	17
991	1932	15
992	1934	13
993	1937	11
994	1939	9
995	1943	7
996	1945	5
997	1946	3
998	1948	1
999	1950	0
