iter	RMSE
288	4.339680965
289	4.339475357
290	4.339129476
291	4.338679557
292	4.338253989
293	4.337841394
294	4.337591124
295	4.337154233
296	4.336954769
297	4.336629689
298	4.336396812
299	4.335941019
300	4.33569177
301	4.335247154
302	4.334688174
303	4.334043379
304	4.333620291
305	4.333333364
306	4.333139022
307	4.332902289
308	4.332506117
309	4.332231234
310	4.331756147
311	4.331513737
312	4.331199613
313	4.330917005
314	4.330456561
315	4.329862625
316	4.329560232
317	4.329164065
318	4.328916383
319	4.328402184
320	4.327742802
321	4.327365858
322	4.327049903
323	4.326691249
324	4.326241169
325	4.32575102
326	4.325223821
327	4.324860462
328	4.324601536
329	4.324273097
330	4.323775241
331	4.32355943
332	4.323411863
333	4.322972134
334	4.322695363
335	4.322412717
336	4.322067995
337	4.32177228
338	4.321285857
339	4.320927824
340	4.320572686
341	4.320311758
342	4.320051432
343	4.319636327
344	4.319239223
345	4.318945745
346	4.318631396
347	4.318300171
348	4.317604288
349	4.317307525
350	4.316986524
351	4.31663614
352	4.316291611
353	4.315846176
354	4.315634505
355	4.315350089
356	4.314910658
357	4.314677073
358	4.314343975
359	4.314043374
360	4.313791997
361	4.313491934
362	4.313206275
363	4.312903667
364	4.312623542
365	4.312308268
366	4.31203734
367	4.311860161
368	4.31143288
369	4.311199025
370	4.310943724
371	4.310718587
372	4.310331584
373	4.309943517
374	4.309672074
375	4.30938243
376	4.309011184
377	4.3087224
378	4.308427265
379	4.308214927
380	4.307775818
381	4.307376593
382	4.307113482
383	4.306879953
384	4.306631594
385	4.306395674
386	4.305853066
387	4.305528503
388	4.305180679
389	4.304793734
390	4.304580136
391	4.304242899
392	4.304077063
393	4.303836077
394	4.303401464
395	4.303128873
396	4.302982491
397	4.302660295
398	4.302470403
399	4.302114854
400	4.301644784
401	4.30140898
402	4.301050176
403	4.300829567
404	4.300481687
405	4.300201626
406	4.299956068
407	4.299667474
408	4.299356199
409	4.299003618
410	4.29863163
411	4.298329309
412	4.297795588
413	4.297571839
414	4.29722884
415	4.296965017
416	4.296827152
417	4.296674725
418	4.296365902
419	4.296214242
420	4.295907557
421	4.295709581
422	4.295453154
423	4.295206155
424	4.295041594
425	4.294785626
426	4.294578639
427	4.294143579
428	4.293905707
429	4.293671713
430	4.293369509
431	4.293058774
432	4.292903986
433	4.29269343
434	4.292332039
435	4.291954497
436	4.291614952
437	4.291373125
438	4.291123457
439	4.291013754
440	4.29083039
441	4.290473063
442	4.290277839
443	4.28967842
444	4.289400157
445	4.289124791
446	4.288895472
447	4.288666198
448	4.288486218
449	4.288019572
450	4.287577109
451	4.287225848
452	4.287044383
453	4.286676344
454	4.28636928
455	4.286212667
456	4.285948115
457	4.28568512
458	4.285491624
459	4.285303605
460	4.285091929
461	4.284769258
462	4.284536958
463	4.284045318
464	4.283823484
465	4.283290038
466	4.283048515
467	4.282903482
468	4.282704483
469	4.282539511
470	4.282341079
471	4.282060236
472	4.281867711
473	4.281635317
474	4.281434125
475	4.281221966
476	4.280728888
477	4.280525299
478	4.280378672
479	4.280065281
480	4.279651912
481	4.279538693
482	4.27940198
483	4.279008701
484	4.278642514
485	4.278327628
486	4.278055979
487	4.277615849
488	4.277328446
489	4.277018177
490	4.276752147
491	4.276540396
492	4.276156574
493	4.275845007
494	4.275660881
495	4.27537757
496	4.275160262
497	4.274851969
498	4.274583196
499	4.274367152
500	4.274039617
501	4.27379705
502	4.273579897
503	4.273335444
504	4.273017127
505	4.272797782
506	4.272621496
507	4.272451825
508	4.272151791
509	4.271941365
510	4.271588262
511	4.271348687
512	4.271104722
513	4.270746186
514	4.270421628
515	4.270208538
516	4.269997711
517	4.269833329
518	4.269634601
519	4.269505288
520	4.269332973
521	4.269046339
522	4.268836425
523	4.26852837
524	4.268167016
525	4.267871076
526	4.267759132
527	4.267573474
528	4.267227066
529	4.26691808
530	4.266617464
531	4.266468897
532	4.266275651
533	4.266043
534	4.265749108
535	4.265609236
536	4.265469699
537	4.265247841
538	4.265062692
539	4.264764321
540	4.264620677
541	4.264463472
542	4.264336157
543	4.264190082
544	4.263958895
545	4.263802858
546	4.263600225
547	4.263385149
548	4.263253899
549	4.26287861
550	4.262486278
551	4.262274226
552	4.262097665
553	4.261925229
554	4.261773938
555	4.261559745
556	4.261366067
557	4.26104127
558	4.260580764
559	4.260361467
560	4.260226518
561	4.260031537
562	4.259638647
563	4.259507358
564	4.259332806
565	4.259205771
566	4.258936985
567	4.258729517
568	4.258546107
569	4.258303811
570	4.258045394
571	4.257895958
572	4.257675823
573	4.25755078
574	4.257388161
575	4.257187885
576	4.256955377
577	4.256784069
578	4.256522657
579	4.256118258
580	4.255934712
581	4.255781271
582	4.255633908
583	4.255481823
584	4.255334848
585	4.255053959
586	4.254728705
587	4.254520524
588	4.254219425
589	4.254079928
590	4.253859158
591	4.253596028
592	4.253490421
593	4.253237859
594	4.253059274
595	4.252776683
596	4.252474408
597	4.252221636
598	4.252034781
599	4.251847658
600	4.251570964
601	4.251318348
602	4.251040693
603	4.25088492
604	4.250746178
605	4.250601467
606	4.250309072
607	4.249953267
608	4.249790623
609	4.249654164
610	4.249468683
611	4.249057997
612	4.248757725
613	4.248569781
614	4.248480912
615	4.248302788
616	4.247982588
617	4.247883216
618	4.2477096
619	4.247508855
620	4.247316059
621	4.2470111
622	4.246790655
623	4.246617148
624	4.246469156
625	4.246226409
626	4.246077851
627	4.245842419
628	4.245548753
629	4.245273256
630	4.245126306
631	4.244991705
632	4.244799714
633	4.244625671
634	4.2445047
635	4.24437642
636	4.243975918
637	4.243748045
638	4.243599512
639	4.243385941
640	4.243109322
641	4.242878894
642	4.242714428
643	4.242483733
644	4.242331246
645	4.242073233
646	4.241936654
647	4.241544741
648	4.241283095
649	4.241060496
650	4.24091338
651	4.240753784
652	4.240500172
653	4.240301015
654	4.240030269
655	4.239836871
656	4.239707293
657	4.239520708
658	4.239334045
659	4.239168122
660	4.239032692
661	4.238794548
662	4.238593851
663	4.238466219
664	4.238166899
665	4.237982508
666	4.237751072
667	4.237620883
668	4.237485174
669	4.237136341
670	4.236914607
671	4.236669587
672	4.236499548
673	4.236387187
674	4.236130994
675	4.2360306
676	4.235829965
677	4.235646008
678	4.235378695
679	4.23514224
680	4.234981136
681	4.234856523
682	4.234676652
683	4.234468979
684	4.234303376
685	4.234057972
686	4.233843702
687	4.233698282
688	4.233522861
689	4.233336592
690	4.23320554
691	4.232909216
692	4.232735168
693	4.232580731
694	4.232437512
695	4.232235939
696	4.232045319
697	4.231896645
698	4.231682651
699	4.231543149
700	4.231422632
701	4.231147355
702	4.231038083
703	4.230895962
704	4.230748735
705	4.230508747
706	4.230323254
707	4.230152861
708	4.229996669
709	4.229847209
710	4.229682744
711	4.229537491
712	4.229385448
713	4.229278127
714	4.229095785
715	4.22892054
716	4.228795306
717	4.22863094
718	4.228479162
719	4.22837258
720	4.228200015
721	4.228054962
722	4.227873041
723	4.22763905
724	4.227437186
725	4.227300901
726	4.227071507
727	4.226951844
728	4.22676135
729	4.226619562
730	4.226434724
731	4.226251958
732	4.226122791
733	4.225995682
734	4.225784821
735	4.225691874
736	4.22557991
737	4.225463721
738	4.225266802
739	4.224916039
740	4.224754067
741	4.224629528
742	4.224365708
743	4.22415551
744	4.223888314
745	4.223684744
746	4.223519193
747	4.223392986
748	4.223004555
749	4.222883767
750	4.222764108
751	4.222590335
752	4.222490705
753	4.222220171
754	4.221989345
755	4.221844023
756	4.2215458
757	4.221266087
758	4.221057689
759	4.220772013
760	4.220566006
761	4.22043977
762	4.220189233
763	4.220086952
764	4.219946131
765	4.219771783
766	4.219639266
767	4.219492131
768	4.219247967
769	4.219146329
770	4.219013845
771	4.218791908
772	4.218544638
773	4.218349804
774	4.218253064
775	4.218157238
776	4.217986439
777	4.217919794
778	4.217728749
779	4.217590501
780	4.217473738
781	4.217272916
782	4.217164745
783	4.216903378
784	4.216835264
785	4.216576343
786	4.216399162
787	4.216254779
788	4.216157003
789	4.216066924
790	4.215908859
791	4.215774667
792	4.215602914
793	4.215513626
794	4.215399844
795	4.215274487
796	4.215114224
797	4.214987995
798	4.214764529
799	4.214622664
800	4.214502001
801	4.214361572
802	4.214270447
803	4.214147746
804	4.213978841
805	4.213740655
806	4.213621828
807	4.21349997
808	4.213396513
809	4.213232545
810	4.213122942
811	4.213034727
812	4.21285962
813	4.212682781
814	4.21244584
815	4.212364565
816	4.212194459
817	4.212059641
818	4.211932079
819	4.211747849
820	4.211549604
821	4.211412257
822	4.211244437
823	4.211107628
824	4.210991529
825	4.210883307
826	4.210768619
827	4.210671249
828	4.21048101
829	4.210401229
830	4.210299265
831	4.210099021
832	4.209954695
833	4.209830454
834	4.209711107
835	4.209397397
836	4.209206813
837	4.209109776
838	4.209002773
839	4.208878602
840	4.208762561
841	4.208669409
842	4.208446363
843	4.208342201
844	4.208223429
845	4.207986708
846	4.207872407
847	4.207804369
848	4.207721212
849	4.207577451
850	4.207362376
851	4.207112112
852	4.206937166
853	4.206846092
854	4.206742355
855	4.206551257
856	4.206290252
857	4.206115247
858	4.206012127
859	4.205797148
860	4.205703601
861	4.205546766
862	4.205369356
863	4.205269682
864	4.205117903
865	4.205042388
866	4.204953417
867	4.20480209
868	4.204665707
869	4.204484239
870	4.204334256
871	4.204210819
872	4.204026245
873	4.203904419
874	4.20381744
875	4.203714978
876	4.203524478
877	4.203398795
878	4.20332664
879	4.203197551
880	4.203084512
881	4.202878869
882	4.202722493
883	4.202551826
884	4.202327023
885	4.202182572
886	4.202074785
887	4.20194292
888	4.201748521
889	4.20163715
890	4.201460817
891	4.201385898
892	4.201277186
893	4.201119707
894	4.201036482
895	4.200799055
896	4.200596378
897	4.200450322
898	4.200329113
899	4.200212584
900	4.199886154
901	4.199758786
902	4.199537253
903	4.199387054
904	4.199302565
905	4.199162085
906	4.199024903
907	4.198975744
908	4.198821697
909	4.198698065
910	4.198564818
911	4.198387763
912	4.198319701
913	4.198209339
914	4.197879389
915	4.19775719
916	4.197685128
917	4.197508917
918	4.197366068
919	4.197257721
920	4.197098583
921	4.197004974
922	4.196921444
923	4.196739888
924	4.196685109
925	4.196499977
926	4.196405383
927	4.196340453
928	4.196202305
929	4.196098883
930	4.195954781
931	4.19582875
932	4.195724449
933	4.195457555
934	4.195341638
935	4.195216843
936	4.195047974
937	4.194835167
938	4.194640739
939	4.194521159
940	4.194396494
941	4.19425075
942	4.194107936
943	4.19402007
944	4.1939137
945	4.193795167
946	4.193586992
947	4.193435003
948	4.193269162
949	4.19319173
950	4.193111354
951	4.19299194
952	4.192889273
953	4.192727062
954	4.192630222
955	4.192506395
956	4.192374606
957	4.192300321
958	4.19214571
959	4.192073397
960	4.192027121
961	4.191965243
962	4.191830542
963	4.191718081
964	4.191570762
965	4.191469678
966	4.191343751
967	4.191241235
968	4.191016437
969	4.19075896
970	4.190631487
971	4.190570529
972	4.190463268
973	4.190363684
974	4.190279921
975	4.190203253
976	4.190062666
977	4.189950289
978	4.189781217
979	4.189723502
980	4.189609452
981	4.189467898
982	4.189225706
983	4.189136528
984	4.1890548
985	4.188970281
986	4.188815297
987	4.188619049
988	4.188523482
989	4.188376997
990	4.188314778
991	4.188184452
992	4.188033879
993	4.18795905
994	4.187878755
995	4.187775827
996	4.187663169
997	4.187491513
998	4.187404183
999	4.187301443
